ASSET ID,FEATURE TYPE,DIVISION NAME,LOCATION NAME,Location 1,LATITUDE,LONGITUDE
SEAT4971,SEAT,CAMPBELL,PENTLAND STREET NEIGHBOURHOOD PARK,"(-35.288992, 149.144818)",-35.288992,149.144818
SEAT4968,SEAT,CAMPBELL,PROVAN STREET ROAD VERGE,"(-35.28918, 149.143911)",-35.28918,149.143911
SEAT4969,SEAT,CAMPBELL,PROVAN STREET NEIGHBOURHOOD PARK,"(-35.289929, 149.144054)",-35.289929,149.144054
SEAT4970,SEAT,CAMPBELL,PROVAN STREET NEIGHBOURHOOD PARK,"(-35.289925, 149.14409)",-35.289925,149.14409
SEAT4972,SEAT,DENMAN PROSPECT,BATTERHAM CRESCENT PEDESTRIAN PARKLAND,"(-35.309972, 149.022001)",-35.309972,149.022001
SEAT4973,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229394, 149.091784)",-35.229394,149.091784
SEAT4979,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229314, 149.091849)",-35.229314,149.091849
SEAT4981,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229454, 149.09191)",-35.229454,149.09191
SEAT4975,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229362, 149.091804)",-35.229362,149.091804
SEAT4977,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.22935, 149.091727)",-35.22935,149.091727
SEAT4978,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229415, 149.091799)",-35.229415,149.091799
SEAT4976,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229277, 149.091722)",-35.229277,149.091722
SEAT4974,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229345, 149.091696)",-35.229345,149.091696
SEAT4980,SEAT,LAWSON,WANDERLIGHT AVENUE NEIBOURHOOD PLAYGROUND,"(-35.229246, 149.091739)",-35.229246,149.091739
SEAT4984,SEAT,KINGSTON,TREVILLIAN QUAY PEDESTRIAN PARKLAND,"(-35.312532, 149.146782)",-35.312532,149.146782
SEAT4983,SEAT,KINGSTON,TREVILLIAN QUAY PEDESTRIAN PARKLAND,"(-35.31244, 149.146726)",-35.31244,149.146726
SEAT4985,SEAT,KINGSTON,TREVILLIAN QUAY PEDESTRIAN PARKLAND,"(-35.31256, 149.146795)",-35.31256,149.146795
SEAT3119,SEAT,KINGSTON,TREVILLIAN QUAY PEDESTRIAN PARKLAND,"(-35.312285, 149.146634)",-35.312285,149.146634
SEAT4982,SEAT,KINGSTON,TREVILLIAN QUAY PEDESTRIAN PARKLAND,"(-35.312258, 149.146617)",-35.312258,149.146617
SEAT4989,SEAT,KINGSTON,GILES STREET ROAD VERGE,"(-35.312619, 149.14692)",-35.312619,149.14692
SEAT4986,SEAT,KINGSTON,GILES STREET ROAD VERGE,"(-35.312557, 149.146884)",-35.312557,149.146884
SEAT4991,SEAT,KINGSTON,GILES STREET ROAD VERGE,"(-35.312781, 149.147014)",-35.312781,149.147014
SEAT4988,SEAT,KINGSTON,GILES STREET ROAD VERGE,"(-35.312598, 149.146907)",-35.312598,149.146907
SEAT4987,SEAT,KINGSTON,GILES STREET ROAD VERGE,"(-35.312578, 149.146895)",-35.312578,149.146895
SEAT4990,SEAT,KINGSTON,GILES STREET ROAD VERGE,"(-35.31276, 149.147002)",-35.31276,149.147002
SEAT4634,SEAT,MOLONGLO VALLEY (RURAL DIST.),NATIONAL ARBORETUM OF CANBERRA,"(-35.287529, 149.075917)",-35.287529,149.075917
SEAT4633,SEAT,MOLONGLO VALLEY (RURAL DIST.),NATIONAL ARBORETUM OF CANBERRA,"(-35.303824, 149.060811)",-35.303824,149.060811
SEAT4635,SEAT,MOLONGLO VALLEY (RURAL DIST.),NATIONAL ARBORETUM OF CANBERRA,"(-35.287261, 149.075726)",-35.287261,149.075726
SEAT4296,SEAT,YARRALUMLA,LENNOX GARDENS - NARA PARK,"(-35.298571, 149.121329)",-35.298571,149.121329
SEAT757,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.343611, 149.085179)",-35.343611,149.085179
SEAT1141,SEAT,TURNER,HAIG PARK,"(-35.269701, 149.12959)",-35.269701,149.12959
SEAT443,SEAT,GOWRIE,WRAY PLACE - NEIGHBOURHOOD PARK,"(-35.407129, 149.110899)",-35.407129,149.110899
SEAT2364,SEAT,HOLT,KIPPAX FAIR,"(-35.222407, 149.020196)",-35.222407,149.020196
SEAT3194,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.344394, 149.087385)",-35.344394,149.087385
TABL114,TABLE,CITY,BARRY DRIVE,"(-35.27571, 149.127216)",-35.27571,149.127216
SEAT2913,SEAT,KAMBAH,KAMBAH VILLAGE,"(-35.380185, 149.057931)",-35.380185,149.057931
SEAT480,SEAT,GORDON,WOODCOCK DRIVE - ROAD VERGE,"(-35.441688, 149.086122)",-35.441688,149.086122
SEAT2108,SEAT,BELCONNEN,EASTERN VALLEY WAY PEDESTRIAN PARKLAND,"(-35.248106, 149.074867)",-35.248106,149.074867
SEAT242,SEAT,ISABELLA PLAINS,KEVERSTONE CIRCUIT - NEIGHBOURHOOD PARK,"(-35.433621, 149.092242)",-35.433621,149.092242
SEAT3,SEAT,PALMERSTON,BIMBERI CRESCENT NEIGHBOURHOOD PARK,"(-35.194309, 149.112699)",-35.194309,149.112699
SEAT3207,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.344636, 149.085727)",-35.344636,149.085727
SEAT4230,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.279718, 149.13148)",-35.279718,149.13148
SEAT3426,SEAT,KAMBAH,BODDINGTON CRESCENT NEIGHBOURHOOD PARKLAND,"(-35.389371, 149.051974)",-35.389371,149.051974
SEAT4570,SEAT,O'CONNOR,BELCONNEN WAY PEDESTRIAN PARKLAND,"(-35.259788, 149.10785)",-35.259788,149.10785
SEAT4111,SEAT,BONNER,PEARL GIBBS CIRCUIT NEIGHBOURHOOD PARK,"(-35.1561, 149.143786)",-35.1561,149.143786
SEAT2145,SEAT,BELCONNEN,BEISSEL STREET PEDESTRIAN PARKLAND,"(-35.235703, 149.066182)",-35.235703,149.066182
SEAT154,SEAT,MONASH,FALCONER STREET - PEDESTRIAN PARKLAND,"(-35.418219, 149.089496)",-35.418219,149.089496
SEAT1929,SEAT,BRADDON,LOWANNA STREET - NEIGHBOURHOOD PARK,"(-35.264508, 149.13321)",-35.264508,149.13321
SEAT3566,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.237668, 149.073349)",-35.237668,149.073349
SEAT4568,SEAT,O'CONNOR,BELCONNEN WAY PEDESTRIAN PARKLAND,"(-35.259323, 149.107851)",-35.259323,149.107851
SEAT4463,SEAT,GUNGAHLIN,GOZZARD STREET TOWN PARK,"(-35.185439, 149.132115)",-35.185439,149.132115
SEAT2924,SEAT,CHARNWOOD,CHARNWOOD SHOPPING CENTRE,"(-35.204898, 149.033299)",-35.204898,149.033299
SEAT2381,SEAT,HOLT,KIPPAX DISTRICT PLAYING FIELD,"(-35.224348, 149.024523)",-35.224348,149.024523
SEAT4115,SEAT,BONNER,MOBOURNE STREET NEIGHBOURHOOD PARK,"(-35.159778, 149.13347)",-35.159778,149.13347
SEAT1094,SEAT,CHAPMAN,PERRY DRIVE - NEIGHBOURHOOD PARK,"(-35.357439, 149.036612)",-35.357439,149.036612
SEAT504,SEAT,FADDEN,HILTON CLOSE - NEIGHBOURHOOD PARK,"(-35.398, 149.11691)",-35.398,149.11691
SEAT108,SEAT,WANNIASSA,WANNIASSA SHOPPING CENTRE,"(-35.391153, 149.085689)",-35.391153,149.085689
TABL2035,TABLE,WATSON,FEDERAL HIGHWAY  PEDESTRIAN PARKLAND,"(-35.22373, 149.171001)",-35.22373,149.171001
SEAT3661,SEAT,GUNGAHLIN,GUNGAHLIN CENTRAL LINEAR PARK,"(-35.184986, 149.135162)",-35.184986,149.135162
SEAT296,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.415283, 149.070004)",-35.415283,149.070004
SEAT101,SEAT,WANNIASSA,WANNIASSA DISTRICT PLAYING FIELD 2,"(-35.393215, 149.082846)",-35.393215,149.082846
SEAT3925,SEAT,FRANKLIN,GLADYS LISTER STREET NEIGHBOURHOOD PARK,"(-35.192171, 149.149348)",-35.192171,149.149348
SEAT4361,SEAT,BONNER,MULLIGANS FLAT PEDESTRIAN PARKLAND,"(-35.160183, 149.144559)",-35.160183,149.144559
SEAT3577,SEAT,YARRALUMLA,YARRALUMLA BAY DISTRICT PARK,"(-35.298871, 149.102518)",-35.298871,149.102518
SEAT1989,SEAT,ARANDA,BANDJALONG CRESCENT PEDESTRIAN PARKLAND,"(-35.257762, 149.081709)",-35.257762,149.081709
SEAT3474,SEAT,CITY,ALINGA STREET - BUS INTERCHANGE,"(-35.278595, 149.129925)",-35.278595,149.129925
SEAT1915,SEAT,BRADDON,HAIG PARK,"(-35.269854, 149.132673)",-35.269854,149.132673
SEAT2899,SEAT,AINSLIE,WAKEFIELD GARDENS - NEIGHBOURHOOD PARK,"(-35.262285, 149.143625)",-35.262285,149.143625
SEAT4540,SEAT,SCULLIN,SCULLIN SHOPPING CENTRE,"(-35.233695, 149.040213)",-35.233695,149.040213
SEAT203,SEAT,KAMBAH,PINKERTON CIRCUIT - PEDESTRIAN PARKLAND,"(-35.398456, 149.065437)",-35.398456,149.065437
SEAT286,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.414908, 149.069739)",-35.414908,149.069739
TABL910,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227258, 149.063168)",-35.227258,149.063168
SEAT379,SEAT,HOLDER,CALDER CRESCENT - NEIGHBOURHOOD PARK,"(-35.333945, 149.046542)",-35.333945,149.046542
SEAT4060,SEAT,CASEY,MINTY GROVE PEDESTRIAN PARKLAND,"(-35.165967, 149.098157)",-35.165967,149.098157
SEAT151,SEAT,MONASH,WILLIAM HUDSON CRESCENT - ROAD MEDIAN,"(-35.419787, 149.077841)",-35.419787,149.077841
SEAT2787,SEAT,RED HILL,RED HILL SHOPPING CENTRE,"(-35.3413, 149.131225)",-35.3413,149.131225
SEAT1677,SEAT,CITY,NORTHBOURNE AVENUE - ROAD MEDIAN,"(-35.278256, 149.12919)",-35.278256,149.12919
SEAT3345,SEAT,WESTON,DILLON CLOSE - PEDESTRIAN PARKLAND,"(-35.337441, 149.054165)",-35.337441,149.054165
TABL288,TABLE,YARRALUMLA,WESTON PARK,"(-35.291855, 149.089396)",-35.291855,149.089396
SEAT2109,SEAT,SPENCE,MCGOWEN CLOSE PEDESTRIAN PARKLAND,"(-35.196809, 149.062253)",-35.196809,149.062253
SEAT314,SEAT,GREENWAY,LAKE TUGGERANONG DISTRICT PARK,"(-35.407954, 149.069739)",-35.407954,149.069739
SEAT277,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.415213, 149.068662)",-35.415213,149.068662
SEAT2522,SEAT,BARTON,TELOPEA PARK,"(-35.311491, 149.140687)",-35.311491,149.140687
SEAT3542,SEAT,BRUCE,MAYER COURT PEDESTRIAN PARKLAND,"(-35.237513, 149.094662)",-35.237513,149.094662
SEAT1216,SEAT,O'CONNOR,"O""CONNOR DISTRICT PLAYING FIELD","(-35.26152, 149.123578)",-35.26152,149.123578
SEAT3277,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.235399, 149.074137)",-35.235399,149.074137
SEAT3301,SEAT,LATHAM,UMBAGONG PARK,"(-35.215412, 149.027636)",-35.215412,149.027636
SEAT3407,SEAT,DUNLOP,GROVE PLACE PEDESTRIAN PARKLAND,"(-35.203428, 149.014115)",-35.203428,149.014115
SEAT2971,SEAT,MACQUARIE,JAMISON SHOPPING CENTRE,"(-35.252573, 149.072605)",-35.252573,149.072605
TABL909,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.227429, 149.063381)",-35.227429,149.063381
TABL346,TABLE,MONASH,GRIFFIN PLACE - PEDESTRIAN PARKLAND,"(-35.418502, 149.084001)",-35.418502,149.084001
SEAT3624,SEAT,CITY,LATIN AMERICAN PLAZA - CHILDERS ST,"(-35.277088, 149.12593)",-35.277088,149.12593
SEAT3404,SEAT,SPENCE,MCGOWEN CLOSE PEDESTRIAN PARKLAND,"(-35.196703, 149.062442)",-35.196703,149.062442
SEAT3409,SEAT,DUNLOP,PERCY BEGG CIRCUIT NEIGHBOURHOOD PARK,"(-35.187031, 149.020554)",-35.187031,149.020554
SEAT626,SEAT,WESTON,WHITNEY PLACE - PEDESTRIAN PARKLAND,"(-35.341375, 149.053872)",-35.341375,149.053872
SEAT4267,SEAT,KINGSTON,KINGSTON SHOPPING CENTRE,"(-35.315835, 149.140204)",-35.315835,149.140204
SEAT1788,SEAT,CITY,CITY WALK,"(-35.281204, 149.133115)",-35.281204,149.133115
SEAT449,SEAT,GORDON,GORDON SHOPPING CENTRE,"(-35.450058, 149.083793)",-35.450058,149.083793
SEAT1790,SEAT,CITY,CITY WALK,"(-35.281075, 149.133034)",-35.281075,149.133034
TABL191,TABLE,ACTON,BLACK MOUNTAIN PENINSULA DISTRICT PARK,"(-35.291667, 149.100131)",-35.291667,149.100131
TABL22,TABLE,BELCONNEN,LAKE GINNINDERRA WESTERN FORESHORES,"(-35.22605, 149.063229)",-35.22605,149.063229
SEAT3492,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.278147, 149.130464)",-35.278147,149.130464
SEAT4270,SEAT,KINGSTON,KINGSTON SHOPPING CENTRE,"(-35.315719, 149.140308)",-35.315719,149.140308
TABL805,TABLE,GREENWAY,PINE ISLAND RESERVE,"(-35.428478, 149.062592)",-35.428478,149.062592
SEAT333,SEAT,CONDER,CONDER SHOPPING CENTRE,"(-35.457173, 149.092654)",-35.457173,149.092654
SEAT2049,SEAT,BELCONNEN,MARGARET TIMPSON PARK,"(-35.238213, 149.068132)",-35.238213,149.068132
SEAT1156,SEAT,REID,REID DISTRICT PLAYING FIELD,"(-35.280869, 149.145945)",-35.280869,149.145945
SEAT3766,SEAT,GREENWAY,MRC,"(-35.427323, 149.059875)",-35.427323,149.059875
SEAT2921,SEAT,HOLT,KIPPAX FAIR,"(-35.222179, 149.019447)",-35.222179,149.019447
SEAT2686,SEAT,GRIFFITH,FLINDERS WAY - NEIGHBOURHOOD PARK,"(-35.323682, 149.133964)",-35.323682,149.133964
SEAT1922,SEAT,BRADDON,LOWANNA STREET - NEIGHBOURHOOD PARK,"(-35.264234, 149.133896)",-35.264234,149.133896
SEAT2807,SEAT,YARRALUMLA,MARINER PLACE - PEDESTRIAN PARKLAND,"(-35.298808, 149.116867)",-35.298808,149.116867
SEAT2410,SEAT,KALEEN,KALEEN SHOPPING CENTRE (BOYNE PL),"(-35.224503, 149.111955)",-35.224503,149.111955
SEAT2071,SEAT,BELCONNEN,BELCONNEN INTERCHANGE,"(-35.23984, 149.069951)",-35.23984,149.069951
SEAT2676,SEAT,GRIFFITH,FURNEAUX STREET - MANUKA SHOPPING CENTRE,"(-35.319731, 149.132067)",-35.319731,149.132067
SEAT3037,SEAT,CITY,PETRIE PLAZA,"(-35.27938, 149.132449)",-35.27938,149.132449
TABL302,TABLE,YARRALUMLA,WESTON PARK,"(-35.290687, 149.09179)",-35.290687,149.09179
SEAT3453,SEAT,CITY,GLEBE PARK,"(-35.283351, 149.136864)",-35.283351,149.136864
SEAT1071,SEAT,CURTIN,DENHAM PLACE - PEDESTRIAN PARKLAND,"(-35.31699, 149.07704)",-35.31699,149.07704
SEAT276,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.415244, 149.068689)",-35.415244,149.068689
SEAT1488,SEAT,CITY,GLEBE PARK,"(-35.28153, 149.135668)",-35.28153,149.135668
SEAT1299,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.278379, 149.131923)",-35.278379,149.131923
SEAT3288,SEAT,GUNGAHLIN,GUNGAHLIN PLACE PEDESTRIAN PLAZA,"(-35.184197, 149.135209)",-35.184197,149.135209
TABL2024,TABLE,BONNER,DON BELL STREET NEIGHBOURHOOD PARK,"(-35.155724, 149.139615)",-35.155724,149.139615
TABL590,TABLE,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.235192, 149.074169)",-35.235192,149.074169
SEAT1912,SEAT,BRADDON,HAIG PARK,"(-35.269443, 149.137136)",-35.269443,149.137136
SEAT4214,SEAT,SCULLIN,HARGRAVE STREET PEDESTRIAN PARKLAND,"(-35.22967, 149.040327)",-35.22967,149.040327
SEAT2777,SEAT,NARRABUNDAH,NARRABUNDAH SHOPPING CENTRE,"(-35.332914, 149.15382)",-35.332914,149.15382
TABL207,TABLE,BARTON,TELOPEA PARK,"(-35.314913, 149.137876)",-35.314913,149.137876
SEAT1268,SEAT,CITY,GLEBE PARK,"(-35.281683, 149.134931)",-35.281683,149.134931
SEAT1697,SEAT,CITY,VETERANS PARK,"(-35.276882, 149.130368)",-35.276882,149.130368
TABL871,TABLE,RIVETT,BANGALAY CRESCENT NEIGHBOURHOOD PARK,"(-35.347524, 149.038159)",-35.347524,149.038159
TABL394,TABLE,FADDEN,FADDEN PINES DISTRICT PARK,"(-35.411282, 149.121133)",-35.411282,149.121133
SEAT4553,SEAT,CALWELL,CALWELL SHOPPING CENTRE,"(-35.434714, 149.113806)",-35.434714,149.113806
SEAT969,SEAT,HUGHES,JENSEN STREET - PEDESTRIAN PARKLAND,"(-35.332268, 149.094139)",-35.332268,149.094139
SEAT1723,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275726, 149.127445)",-35.275726,149.127445
SEAT1828,SEAT,CITY,PETRIE PLAZA,"(-35.279535, 149.131709)",-35.279535,149.131709
SEAT1494,SEAT,CITY,GLEBE PARK,"(-35.280672, 149.136116)",-35.280672,149.136116
SEAT2280,SEAT,GIRALANG,GIRALANG DISTRICT PLAYING FIELD,"(-35.216484, 149.09654)",-35.216484,149.09654
SEAT346,SEAT,CONDER,TEMPLESTOWE AVENUE - NEIGHBOURHOOD PARK,"(-35.463848, 149.108209)",-35.463848,149.108209
SEAT3164,SEAT,WESTON,WESTON SHOPPING CENTRE,"(-35.341452, 149.053525)",-35.341452,149.053525
TABL215,TABLE,BARTON,TELOPEA PARK,"(-35.315428, 149.136489)",-35.315428,149.136489
SEAT123,SEAT,THEODORE,CHIPPINDALL CIRCUIT - NEIGHBOURHOOD PARK,"(-35.449873, 149.120667)",-35.449873,149.120667
SEAT2242,SEAT,EVATT,KINGSTON STREET PEDESTRIAN PARKLAND,"(-35.209477, 149.077053)",-35.209477,149.077053
SEAT3046,SEAT,CITY,PETRIE PLAZA,"(-35.279292, 149.132567)",-35.279292,149.132567
SEAT4557,SEAT,CITY,DARWIN PLACE,"(-35.280313, 149.12572)",-35.280313,149.12572
SEAT2102,SEAT,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,"(-35.237408, 149.073329)",-35.237408,149.073329
SEAT3552,SEAT,BELCONNEN,EMU BANK PEDESTRIAN PARKLAND,"(-35.235959, 149.070351)",-35.235959,149.070351
SEAT1485,SEAT,CITY,GLEBE PARK,"(-35.282595, 149.136463)",-35.282595,149.136463
SEAT1718,SEAT,CITY,BARRY DRIVE ROAD VERGE,"(-35.275666, 149.127166)",-35.275666,149.127166
SEAT2888,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.280226, 149.132565)",-35.280226,149.132565
SEAT1813,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.279232, 149.131886)",-35.279232,149.131886
SEAT946,SEAT,HUGHES,KENT STREET - NEIGHBOURHOOD PARK,"(-35.333354, 149.094454)",-35.333354,149.094454
SEAT4135,SEAT,FORDE,TURBAYNE CRESCENT NEIGHBOURHOOD PARK,"(-35.163107, 149.148828)",-35.163107,149.148828
SEAT3878,SEAT,DOWNER,MELBA STREET NEIGHBOURHOOD PARK,"(-35.246394, 149.143331)",-35.246394,149.143331
SEAT311,SEAT,GREENWAY,REED STREET NORTH - PEDESTRIAN PARKLAND,"(-35.416333, 149.071454)",-35.416333,149.071454
SEAT241,SEAT,ISABELLA PLAINS,CARUMBI PLACE - NEIGHBOURHOOD PARK,"(-35.430572, 149.097358)",-35.430572,149.097358
SEAT450,SEAT,GORDON,GORDON SHOPPING CENTRE,"(-35.450053, 149.083767)",-35.450053,149.083767
TABL588,TABLE,FRANKLIN,CHRISTINA STEAD STREET NEIGHBOURHOOD PARK,"(-35.202697, 149.142282)",-35.202697,149.142282
SEAT2010,SEAT,BELCONNEN,BELCONNEN TOWN CENTRE,"(-35.241182, 149.06374)",-35.241182,149.06374
SEAT3679,SEAT,GUNGAHLIN,GUNGAHLIN CENTRAL LINEAR PARK,"(-35.18644, 149.134701)",-35.18644,149.134701
SEAT4241,SEAT,DICKSON,DICKSON SHOPPING CENTRE,"(-35.250213, 149.13898)",-35.250213,149.13898
SEAT4399,SEAT,WRIGHT,MAX JACOBS AVENUE NEIGHBOURHOOD PARK,"(-35.324727, 149.042336)",-35.324727,149.042336
SEAT1002,SEAT,FARRER,HAGELTHORN STREET - NEIGHBOURHOOD PARK,"(-35.379345, 149.111152)",-35.379345,149.111152
SEAT3105,SEAT,MAWSON,MAWSON SHOPPING CENTRE,"(-35.364985, 149.094581)",-35.364985,149.094581
TABL957,TABLE,CAMPBELL,WHITE CRESCENT - NEIGHBOURHOOD PARK,"(-35.289305, 149.154493)",-35.289305,149.154493
SEAT358,SEAT,PHILLIP,PHILLIP TOWN CENTRE,"(-35.344764, 149.083132)",-35.344764,149.083132
SEAT604,SEAT,WESTON,WITHERS PLACE - PEDESTRIAN PARKLAND,"(-35.342594, 149.063277)",-35.342594,149.063277
SEAT3130,SEAT,CURTIN,CURTIN SHOPPING CENTRE,"(-35.325009, 149.082796)",-35.325009,149.082796
SEAT2125,SEAT,BELCONNEN,STRONG PLACE NEIGHBOURHOOD PARK,"(-35.24605, 149.072447)",-35.24605,149.072447
SEAT4390,SEAT,WRIGHT,ULYSSES CIRCUIT ROAD VERGE,"(-35.326542, 149.035965)",-35.326542,149.035965
SEAT1724,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.276488, 149.128426)",-35.276488,149.128426
SEAT4498,SEAT,AMAROO,AMAROO SHOPPING CENTRE,"(-35.165123, 149.131986)",-35.165123,149.131986
SEAT1072,SEAT,CURTIN,DENHAM PLACE - PEDESTRIAN PARKLAND,"(-35.316923, 149.077034)",-35.316923,149.077034
SEAT1224,SEAT,O'CONNOR,"O""CONNOR SHOPPING CENTRE","(-35.264046, 149.121847)",-35.264046,149.121847
SEAT88,SEAT,WANNIASSA,ERINDALE SHOPPING CENTRE,"(-35.403572, 149.09795)",-35.403572,149.09795
SEAT278,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.414947, 149.06947)",-35.414947,149.06947
SEAT1611,SEAT,CITY,NORTHBOURNE AVENUE - ROAD MEDIAN,"(-35.277001, 149.129427)",-35.277001,149.129427
SEAT1155,SEAT,REID,REID DISTRICT PLAYING FIELD,"(-35.280372, 149.145518)",-35.280372,149.145518
SEAT1851,SEAT,CITY,MORT STREET - BUS INTERCHANGE,"(-35.277881, 149.130566)",-35.277881,149.130566
TABL320,TABLE,YARRALUMLA,MUELLER STREET - NEIGHBOURHOOD PARK,"(-35.307286, 149.100555)",-35.307286,149.100555
SEAT2045,SEAT,BELCONNEN,MARGARET TIMPSON PARK,"(-35.238366, 149.068062)",-35.238366,149.068062
SEAT3446,SEAT,CITY,KNOWLES PLACE,"(-35.280794, 149.127465)",-35.280794,149.127465
SEAT611,SEAT,WESTON,RUBBO CRESCENT - PEDESTRIAN PARKLAND,"(-35.338917, 149.063185)",-35.338917,149.063185
SEAT3283,SEAT,CITY,GLEBE PARK,"(-35.281032, 149.135888)",-35.281032,149.135888
SEAT152,SEAT,MONASH,FALCONER STREET - PEDESTRIAN PARKLAND,"(-35.416538, 149.089808)",-35.416538,149.089808
SEAT3145,SEAT,WESTON,DILLON CLOSE PEDESTRIAN PARKLAND,"(-35.337496, 149.054061)",-35.337496,149.054061
SEAT4469,SEAT,GUNGAHLIN,GOZZARD STREET TOWN PARK,"(-35.185771, 149.132033)",-35.185771,149.132033
SEAT1483,SEAT,CITY,GLEBE PARK,"(-35.282878, 149.136873)",-35.282878,149.136873
SEAT237,SEAT,KAMBAH,KAMBAH DISTRICT PLAYING FIELD 3,"(-35.383753, 149.059879)",-35.383753,149.059879
SEAT2283,SEAT,GIRALANG,GIRALANG DISTRICT PLAYING FIELD,"(-35.216243, 149.096621)",-35.216243,149.096621
SEAT288,SEAT,GREENWAY,TUGGERANONG TOWN CENTRE,"(-35.414962, 149.06978)",-35.414962,149.06978
TABL70,TABLE,TURNER,HAIG PARK,"(-35.268915, 149.126504)",-35.268915,149.126504
SEAT2395,SEAT,KALEEN,CAMPASPE CIRCUIT PEDESTRIAN PARKLAND,"(-35.229147, 149.108302)",-35.229147,149.108302
SEAT2536,SEAT,BARTON,TELOPEA PARK,"(-35.314584, 149.137195)",-35.314584,149.137195
SEAT916,SEAT,ISAACS,ADEY PLACE - LANEWAY,"(-35.364353, 149.109157)",-35.364353,149.109157
SEAT3737,SEAT,BRUCE,LYCOS STREET PEDESTRIAN PARKLAND,"(-35.239711, 149.100031)",-35.239711,149.100031
TABL903,TABLE,AMAROO,BIZANT STREET NEIGHBOURHOOD PARK,"(-35.173872, 149.135316)",-35.173872,149.135316
SEAT3086,SEAT,KAMBAH,BROUN PLACE - PEDESTRIAN PARKLAND,"(-35.389608, 149.073188)",-35.389608,149.073188
SEAT510,SEAT,FADDEN,DASH CRESCENT - PEDESTRIAN PARKLAND,"(-35.402099, 149.117607)",-35.402099,149.117607
SEAT3616,SEAT,GARRAN,GARRAN SHOPPING CENTRE,"(-35.342525, 149.10836)",-35.342525,149.10836
SEAT4239,SEAT,YARRALUMLA,LENNOX GARDENS,"(-35.298484, 149.121643)",-35.298484,149.121643
SEAT4471,SEAT,GUNGAHLIN,GOZZARD STREET TOWN PARK,"(-35.185574, 149.131564)",-35.185574,149.131564
SEAT4053,SEAT,CASEY,COOLEY CRESCENT PEDESTRIAN PARKLAND,"(-35.162917, 149.096034)",-35.162917,149.096034
SEAT602,SEAT,GREENWAY,LAKE TUGGERANONG DISTRICT PARK,"(-35.403782, 149.070155)",-35.403782,149.070155
TABL880,TABLE,CITY,WEST ROW PEDESTRIAN PARKLAND,"(-35.279143, 149.127488)",-35.279143,149.127488
TABL267,TABLE,YARRALUMLA,ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,"(-35.298589, 149.1108)",-35.298589,149.1108
SEAT3736,SEAT,BRUCE,THYNNE STREET PEDESTRIAN PARKLAND,"(-35.240874, 149.099338)",-35.240874,149.099338
SEAT3405,SEAT,DUNLOP,GROVE PLACE PEDESTRIAN PARKLAND,"(-35.198109, 149.010011)",-35.198109,149.010011
SEAT4065,SEAT,CASEY,RENOUF STREET PEDESTRIAN PARKLAND,"(-35.165913, 149.099368)",-35.165913,149.099368
SEAT453,SEAT,GORDON,GORDON SHOPPING CENTRE,"(-35.450187, 149.083715)",-35.450187,149.083715
SEAT382,SEAT,GARRAN,GARRAN NEIGHBOURHOOD OVAL,"(-35.342309, 149.103055)",-35.342309,149.103055
SEAT1291,SEAT,CITY,CIVIC COMMERCIAL CENTRE,"(-35.279372, 149.131972)",-35.279372,149.131972
